"text","cmp_code","eu_code"
"ANÁLISIS DE LAS LEGISLATURAS XII Y XIII (2016-2019)","H",NA
"EAJ-PNV siempre ha apostado por estar en todas las instituciones porque es allí donde se defienden nuestro autogobierno y nuestros valores.","301",NA
"En esta línea de actuación, EAJ-PNV viene siendo en Madrid la voz y la defensa de los intereses de Euskadi.","301",NA
"Euskadi es nuestro objetivo.","301",NA
"Euskadi es nuestra ambición.","301",NA
"Hemos conseguido muchos avances y recursos para nuestro país negociando transferencias, atrayendo inversiones y defendiendo nuestra singularidad y nuestros derechos históricos.","301",NA
"Seguiremos defendiendo Euskadi en Madrid.","301",NA
"Planteando el derecho a decidir nuestro futuro, formulando propuestas constructivas para crear empleo y bienestar,","301",NA
"siendo agentes activos y propugnando avances en derechos sociales, que constituyen nuestra prioridad y seña de identidad.","504",NA
"Estas dos últimas legislaturas han sido peculiares y convulsas.","305.3",NA
"La XII vino precedida de una legislatura non nata en 2015 y comenzó con la conformación de un gobierno del PP en 2016.","305.3",NA
"En 2018, mediante una moción de censura, es investido un gobierno del PSOE que, ante el rechazo a los Presupuestos Generales para 2019, decide realizar una convocatoria anticipada de elecciones generales para abril del mismo año.","305.3",NA
"La alta participación ciudadana permitió evitar un resultado que posibilitara un gobierno formado por PP, C´s y Vox, y abría la puerta a lograr un gobierno alternativo.","305.3",NA
"Sin embargo, las pocas ganas de llegar a un entendimiento de unos, y la falta de pericia de otros, lo han hecho imposible.","305.3",NA
"EAJ-PNV hizo cuanto estaba en su mano para lograr la formación de gobierno y una estabilidad institucional.","305.3",NA
"Lo dijimos claramente: si de nuestros votos dependía que la investidura saliera adelante, votaríamos afirmativamente a pesar de no haber cerrado ningún pacto.","305.3",NA
"La falta de un acuerdo entre PSOE y PODEMOS, necesario para formar una mayoría, es una auténtica irresponsabilidad en un momento en que los nubarrones económicos nos acechan, el Brexit tiene que definirse, y la crisis territorial se manifiesta en toda su crudeza, con una derecha que se ha ido al extremo y que plantea políticas de recentralización y recorte de derechos.","305.3",NA
"Otra legislatura non nata.","305.3",NA
"Estos vaivenes, con cambios de gobierno y desencuentros y un constante protagonismo de los tribunales dan muestra de la inestabilidad política de estos últimos cuatro años que han visto cuatro convocatorias electorales.","305.3",NA
"Además, la cuestión catalana ha estado permanentemente presente desde el referéndum del 1 de octubre de 2017: primero, con la aplicación del art 155 de la Constitución por parte del PP, PSOE y C’s, posteriormente, con las consecuencias que ello ha ocasionado, entre otras, una injustificable prisión provisional de los líderes independentistas que ha complicado la búsqueda de soluciones y una sentencia final a todas luces exagerada y forzada.","301",NA
"En definitiva, ha sido precisamente el proceso catalán, junto a la moción de censura y la corrupción, lo que han marcado estas dos breves últimas legislaturas.","305.3",NA
"Esta complicada situación política acarreó la debilidad gubernamental, lo que ha dificultado las respectivas acciones de gobierno y el abordaje de las reformas estructurales tan necesarias como urgentes.","305.3",NA
"El gobierno socialista ha pasado el 2019 en una interinidad que ha utilizado como excusa para ralentizar o no abordar los compromisos adquiridos con Euskadi.","305.1",NA
"Aún en esta situación, EAJ-PNV, fiel a su concepción de la política como diálogo y pacto siempre en defensa de los intereses de la ciudadanía a la que representamos, ha conseguido importantes logros.","305.1",NA
"A destacar, la actualización de la ley quinquenal de Cupo 2017-2021 y la modificación de la ley de Concierto;","301",NA
"el acuerdo sobre incremento de pensiones,","504",NA
"la rebaja en la factura eléctrica para las empresas vascas,","402",NA
"el cronograma de implantación del TAV y la entrada de este a las ciudades,","411",NA
"otras infraestructuras,","411",NA
"inversiones en materia de energía e I+D+I,","411",NA
"la transferencia de los terrenos de la Central de Lemoiz,","301",NA
"así como la transferencia de las autopistas AP-68 y AP-1, quedando de esta manera toda la red viaria de la CAV en manos de las instituciones vascas.","301",NA
"Frente a la política de apariencias que se hace en Madrid, la palabrería vacía, la ineficacia, el populismo, la incapacidad para el diálogo y el acuerdo, la inestabilidad institucional y económica, en Euskadi hay una alternativa: Hemen, EAJ-PNV.","305.1",NA
"LAS PERSONAS COMO EJE PRINCIPAL DE ACTUACIÓN: MÁS AUTOGOBIERNO Y AGENDA 2030","H",NA
"En línea con las dimensiones sociales de la ‘Agenda Global’, la Agenda 2030 para el Desarrollo Sostenible de Naciones Unidas, EAJ-PNV entiende que los ejes estratégicos de actuación política deben ir encaminados a abordar los retos que preocupan a la ciudadanía como son, entre otros, la reducción de las desigualdades,","503",NA
"las políticas inclusivas,","503",NA
"la protección de los más vulnerables,","503",NA
"una lucha decidida contra el cambio climático,","501",NA
"unas políticas económicas e industriales que redunden en más y mejor empleo,","701",NA
"y todo ello, siempre, con pleno respeto a los Derechos Humanos y las libertades fundamentales.","201.2",NA
"Nos opondremos, por tanto, a cualquier proyecto que suponga un retroceso en estos planteamientos.","305.1",NA
"Asimismo, y conscientes de la coyuntura política en la que nos encontramos, con un profundo debate en torno a la estructura territorial del Estado y ante un riesgo cierto de involución en términos de arquitectura autonómica, EAJ-PNV se compromete a defender con convicción y determinación nuestro Estatuto, el Concierto Económico y la nación vasca, y a actuar, por tanto, como un dique de contención ante el riesgo de involución del marco competencial actual.","301",NA
"Estos dos grandes ejes, además, convergen ya que en EAJ-PNV entendemos que más autogobierno significa más bienestar,","301",NA
"porque una mejor gestión de los recursos y de las políticas redunda en un escenario de crecimiento sostenible que, sin lugar a dudas, va en beneficio directo de los y las ciudadanas.","416.2",NA
"Muestra de ello es que en Euskadi vivimos una situación mejor, de acuerdo con los principales indicadores sociales y económicos.","408",NA
"En todo caso, somos plenamente conscientes de que la política económica europea y la del Estado español nos afecta también a nosotros y, por ello, defenderemos e impulsaremos una regulación laboral que favorezca la contratación,","701",NA
"la calidad del empleo","701",NA
"y una mejor utilización de los recursos públicos a nivel estatal y europeo porque de ello dependen también en gran medida nuestras empresas y, por tanto, nuestra ciudadanía.","303",NA
"De igual modo, la Seguridad Social nos concierne directamente, porque creemos necesario garantizar a nuestros ciudadanos las prestaciones que les permitan mantener un modo de vida digno.","504",NA
