"text","cmp_code","eu_code"
"Oportunidades para:","H",NA
"posibilitar un cambio real.","H",NA
"EH Bildu cumplirá con las expectativas de la mayoría de la sociedad: la posibilidad de cambio real contará con nuestros votos.",NA,NA
"EH Bildu cumplirá con las expectativas de la mayoría de la sociedad: la posibilidad de cambio real contará con nuestros votos.","305.1",NA
"Somos la garantía del final del PP en Madrid.","305.1",NA
"Nuestros votos, además, tendrán doble valor: impulsaremos el cambio, sí, pero nos aseguraremos de que ese cambio sea con garantías.","305.1",NA
"Con la garantía de que todos los avances sociales, económicos, culturales y lingüísticos que se han dado y se darán con el apoyo mayoritario, tanto de la sociedad como de las instituciones que la representan, sean respetados.","305.1",NA
"Del mismo modo, trabajaremos para que los derechos socio-económicos y civiles de los colectivos y pueblos del Estado también sean respetados.","201.2",NA
"Asimismo, sumaremos fuerzas para que el nuevo Gobierno español reconozca y respete el carácter plurinacional del Estado,","301",NA
"asumiendo así el derecho a decidir de todas las naciones sin Estado,","301",NA
"comprometiéndose no solo a permitir consultas a la ciudadanía de las naciones, sino también a respetar y llevar a cabo las decisiones que de forma democrática emanen de las consultas.","202.4",NA
"Por ello, nos esforzaremos al máximo para que ese posible cambio tome en cuenta la voz, la palabra y las decisiones de nuestra ciudadanía, tanto las que afecten al futuro político de Hego Euskal Herria, como las que afecten al futuro social, económico, cultural y lingüístico de sus gentes.","301",NA
"Para ello propondremos:La posibilidad de celebrar consultas vinculantes sobre el futuro político de las naciones sin Estado que hoy se encuentran dentro del ordenamiento jurídico español.","301",NA
"Estas consultas se habilitarán con todas las garantías democráticas, pudiendo llevar a cabo la defensa de los diferentes proyectos con total libertad.","202.4",NA
"Los resultados serán acatados y respetados tanto por los gobiernos y fuerzas políticas del territorio que celebre la consulta como del Gobierno español.","202.4",NA
"Todas las instituciones implicadas estarán obligadas a dar cauce democrático y llevar a efecto la decisión libre adoptada en las consultas.","202.4",NA
"Sumaremos fuerzas para que el nuevo Gobierno español reconozca y respete el carácter plurinacional del Estado, asumiendo así el derecho a decidir de todas las naciones sin Estado",NA,NA
"Oportunidades para:","H",NA
"defender y hacer respetar los derechos sociales, económicos, culturales y lingüísticos de la ciudadanía de Araba, Bizkaia, Gipuzkoa y Nafarroa.","H",NA
"Son muchos los avances sociales, económicos, culturales o lingüísticos que hemos conseguido gracias al trabajo y reivindicación de miles de personas y cientos de agentes sociales, sindicales, culturales o económicos.","606.1",NA
"Estos avances se reflejan también en las numerosas leyes e iniciativas que, apoyadas por la mayoría social y política, han sido aprobadas.","606.1",NA
"Leyes que apuntalan y mejoran nuestro bienestar social.","504",NA
"Partimos de la base de que ninguna institución, ni política ni judicial, esta por encima de la voluntad y decisión de las instituciones elegidas democráticamente por la ciudadanía vasca y navarra.","202.1",NA
"Voluntad y decisiones que han permitido muchos avances, logros sociales, que son constantemente atacados por el Gobierno español y los estamentos judiciales a su servicio, tales como el Tribunal Constitucional.","301",NA
"Exigiremos al nuevo gobierno la retirada inmediata de todos los recursos presentados ante el Tribunal Constitucional contra 17 leyes, normas y decretos aprobadas por el Parlamento Navarro, así como contra las 9 aprobadas por el Parlamento Vasco.","301",NA
