"text","cmp_code","eu_code"
"EUTSI GEUREARI. MARCA LA DIFERENCIA LEHENIK EUSKADI ES LO QUE IMPORTA Programa EAJ-PNV Elecciones Generales 2016 ZUREA BOZKATU eaj pnv VOTA POR LO TUYO Programa EAJ-PNV Elecciones Generales 2016 ESQUEMA GENERAL",NA,NA
"EAJ-PNV, LEHENIK EUSKADI","H",NA
"RETOS Y RIESGOS PARA UN NUEVO ESCENARIO","H",NA
"1) Una recuperación económica sin bases sólidas 2) Importantes riesgos sociales 3) Una legislatura abierta e incierta: recentralización o ""tiempo nuevo para un nuevo estatus""",NA,NA
"NUESTRA APUESTA: MÁS EUSKADI Y MÁS EUROPA","H",NA
"PROPUESTAS PARA LA RECUPERACIÓN ECONÓMICA, LA COHESIÓN SOCIAL, LA TRANSPARENCIA Y LA PROFUNDIZACIÓN EN NUESTRO AUTOGOBIERNO","H",NA
"1) Un nuevo modelo productivo. Apuesta por la industria y la innovación 2) Una estabilidad económica y presupuestaria compatible con la reactivación económica y la protección social 3) Un nuevo sistema de relaciones laborales al servicio de la creación y la mejora de la calidad en el empleo 4) Pensiones justas y dignas 5) Políticas sociales avanzadas y sostenibles 6) Infraestructuras gestionadas desde los criterios de proximidad y sostenibilidad 7) Compromiso decidido con el medio ambiente 8) Máximo respeto y avance en derechos y libertades 9) Ética y transparencia en la acción política e institucional 10) Nuevo estatus político para Euskadi LEHENIk EUSKADI ES LO QUE IMPORTA Programa Electoral Elecciones Generales 201G EAJ-PNV, LEHENIK EUSKADI",NA,NA
"El Partido Nacionalista Vasco viene siendo desde hace casi 100 años la voz y la defensa de los intereses de Euskadi en Madrid.","301",NA
"Desde la transición democrática hasta hoy hemos conseguido muchos avances y muchos recursos para nuestro País.","301",NA
"Negociando transferencias, atrayendo inversiones y defendiendo nuestra singularidad y nuestros derechos.","301",NA
"Hemos defendido y seguiremos defendiendo Euskadi en Madrid.","301",NA
"Tanto planteando nuestro derecho como vascos y vascas a decidir el futuro de Euskadi,","301",NA
"como planteando propuestas constructivas para salir de la crisis y crear empleo y bienestar,","408",NA
