"text","cmp_code","eu_code"
"Después de 40 años de dedicación exclusiva a Cantabria, el PRC se propone dar el salto a Madrid","305.1",NA
"¿Para qué?","H",NA
"Para defender de verdad los intereses de Cantabria.","301",NA
"Porque somos los únicos que podemos hacerlo con total independencia y sin sumisión a ningún interés ajeno a nuestra tierra.","301",NA
"En un panorama de fragmentación política como el que vivimos, Cantabria necesita más que nunca tener una voz propia en las Cortes.","301",NA
"Una voz que reivindique para que nuestras necesidades no vuelvan a ser ignoradas por el Gobierno de España.","301",NA
"No queremos ser más que nadie, pero tampoco menos.","301",NA
"Y ya hemos esperado demasiado tiempo para que el Estado afronte los compromisos tantas veces prometidos y siempre incumplidos por gobiernos de todos los signos.","301",NA
"Proyectos como las conexiones ferroviarias con Madrid y con Bilbao, cruciales para nuestro futuro, las mejoras imprescindibles en la red de autovías y carreteras estatales o el pago de la deuda de Valdecilla.","411",NA
"Con José María Mazón al frente de un equipo formado por profesionales y políticos de sobrada experiencia y preparación, el PRC está listo para seguir trabajando por y para Cantabria ahora también desde Madrid.","305.1",NA
"Para conseguirlo sólo necesitamos tu apoyo.","305.1",NA
"Nos conoces de sobra.","305.1",NA
"Somos los de casa, los regionalistas.","301",NA
"Un partido de gente previsible, a la que has visto trabajar durante 40 años cerca de ti, en las juntas vecinales, en los ayuntamientos, en el Gobierno de Cantabria.","305.1",NA
"Ahora podemos hacerlo también en el Congreso y en el Senado.","305.1",NA
"Por eso te pido que el 28 de abril elijas el auténtico voto útil.","305.1",NA
"Te aseguro que no te vamos a defraudar.","305.1",NA
"Cantabria necesita presencia y reivindicación en Madrid","H",NA
"El Partido Regionalista ha sido una fuerza política decisiva en la creación y la consolidación de la autonomía de Cantabria.","301",NA
"Hoy nuestro proyecto político, nuestra experiencia de gobierno y nuestra demostrada capacidad de liderazgo para defender los intereses generales de Cantabria debe traspasar las fronteras de la Comunidad Autónoma y llegar a la capital de España.","305.1",NA
"¿Cuánto vale tu voto en Madrid?","H",NA
"EL PRC nunca ha tenido representantes en las Cortes Generales capaces de reivindicar un trato justo para Cantabria, tras décadas de abandono e incumplimientos con nuestra tierra por parte del Gobierno de España.","301",NA
"Las circunstancias políticas actuales nos han brindado ejemplos de fuerzas políticas que incluso con solo un representante se han convertido en referencia de reivindicación, negociación y eficacia en beneficio de sus territorios, logrando acuerdos fundamentales a la hora de decidir el destino de los Presupuestos Generales del Estado.","301",NA
"Por el contrario, el voto de los cinco diputados de Cantabria ha estado siempre en manos y al servicio de los grandes partidos nacionales.","301",NA
"No ha servido para resolver la deuda histórica que mantiene el Estado con los cántabros.","301",NA
"Ha permitido que nuestra región quede fuera del Corredor ferroviario Atlántico,","411",NA
"mientras las grandes obras públicas vitales para el progreso de la Comunidad Autónoma siguen acumulando retrasos","411",NA
"y el incumplimiento de los compromisos para financiar Valdecilla o la atención a la dependencia ha l legado a extremos clamorosos y absolutamente injustos con una tierra que siempre ha sido solidaria y leal con el Gobierno y con el resto de España.","504",NA
"ofrece un voto útil y con garantías","H",NA
"Porque goza de la independencia necesaria para defender las prioridades y mandatos de la Comunidad  Autónoma.","301",NA
"Nuestro voto ni está, ni estará nunca cautivo de intereses partidistas ajenos a nuestra tierra.","304",NA
"Cantabria es nuestro único objetivo.","301",NA
"Te ofrecemos una voz propia en defensa de Cantabria","301",NA
"y también de España frente a los desafíos soberanistas.","601.1",NA
"Otra forma de hacer política","H",NA
"Los regionalistas representamos un proyecto político basado en la honradez, la cercanía a los ciudadanos, el sentido común y la experiencia para hablar de Cantabria y votar siempre a favor de sus intereses.","304",NA
"Queremos demostrar en el Congreso y en el Senado que hay otras maneras de hacer política al servicio de Cantabria y de España","305.1",NA
"Con honradez y vocación de servicio a la ciudadanía frente a la corrupción de las instituciones y los partidos.","304",NA
"Con cercanía a los ciudadanos, escuchando activamente sus demandas y necesidades.","202.4",NA
"Con sentido común y experiencia en la gestión diaria de los problemas.","305.1",NA
"Reclamando un trato justo para los cántabros, porque no somos más, pero tampoco menos que nadie.","301",NA
"Aunque seamos una región pequeña, merecemos lo mismo que tienen o van a tener el resto de los territorios.","301",NA
"Hablando siempre de Cantabria y sus prioridades, a diferencia de los representantes cántabros que durante años han permanecido mudos en Madrid.","301",NA
