"text","cmp_code","eu_code"
"MANIFIESTO: Canarias se la juega el 28 de abril.","H",NA
"50 razones para luchar por Canarias","H",NA
"Canarias se la juega el próximo 28 de abril.","301",NA
"Ese día, los canarios y canarias decidirán entre los que luchamos cada día por Canarias y aquellos para los que solo existimos cuando llegan las elecciones.","301",NA
"Nos enfrentamos a unas elecciones en las que se decidirán los nombres de los diputados y diputadas que tendrán que defender a Canarias en el Congreso, y se elegirán a los senadores y senadoras que nos representarán en la Cámara Alta en la etapa más incierta de la democracia española.","202.1",NA
"Una etapa de frentismo entre bloques de partidos de izquierda y bloques de partidos de derecha.","202.1",NA
"Un periodo en el que será más necesario que nunca que Canarias cuente con una voz fuerte que nos represente, que se rebele contra quienes intentarán restarnos derechos y que denuncie las maniobras que muchos llevarán a cabo para usar nuestros recursos como moneda de cambio.","301",NA
"Estas elecciones no van de derechas o de izquierdas; van de Canarias.","301",NA
"Eso es lo que se va a decidir en las Elecciones Generales: si Canarias tiene derecho a labrarse un futuro propio en un Estado social y democrático de Derecho como España, en las mismas condiciones de igualdad que el resto de los españoles, o si nos resignamos a no estar, a no contar en las políticas de Estado, y a que Canarias sea la última de las Comunidades Autónomas.","301",NA
"Canarias tiene la oportunidad el día 28 de abril de decidir entre ser o no ser decisiva en el futuro de España.","301",NA
"Una decisión que pasa por impulsar que los canarios y canarias pongan por delante a su tierra en las urnas.","301",NA
"No es un sueño, no es una fantasía; CC-PNC ya ha sido determinante en varias ocasiones para la gobernabilidad del país y eso ha servido para poner donde corresponde los intereses de nuestras Islas.","301",NA
"En la pasada legislatura logramos que se priorizara una Agenda Canaria gracias a esa posición determinante.","301",NA
"Debemos trabajar para tener un Grupo Canario en el Congreso de los Diputados y varios senadores y senadoras que hagan que a Canarias se la siga respetando y que contribuya a una España diversa, en libertad, con amplias políticas sociales, pensiones justas y oportunidades para la gente joven.","301",NA
"Ese será nuestro COMPROMISO POR CANARIAS Y SU GENTE.","301",NA
"Ningún partido con sede en Madrid va a defender los intereses de las Islas ni representa la centralidad necesaria en estos tiempos de bloques de izquierda-derecha.","301",NA
"Coalición Canaria-Partido Nacionalista Canario defenderá a esta tierra y a nuestra gente contribuyendo a la gobernabilidad de España desde la moderación y la responsabilidad, como hemos hechos siempre.","305.1",NA
"Respetando y defendiendo el Estado de Derecho y la Constitución,","203",NA
"pero siendo un baluarte en la defensa de los intereses de Canarias sin la obligación de tener que rendir pleitesía a ningún partido de ámbito estatal, como hacen otros.","301",NA
"Canarias tiene que estar en el centro de la actividad política en Madrid.","301",NA
"Y eso solo se consigue recupe-rando una amplia representación canaria para defender lo que hemos conseguido y para ser más fuertes en el futuro.","301",NA
"Para ello, proponemos las siguientes acciones, que forman parte del programa electoral con el que nuestro partido concurre a estas elecciones:","305.1",NA
"LUCHAMOS POR LOS DERECHOS DE CANARIAS","H",NA
"1. Coalición Canaria se compromete a ejercer como garante en el Congreso y el Senado de los nuevos derechos adquiridos por nuestro pueblo tras la reciente aprobación del nuevo Esta-tuto de Auto-nomía de Canarias y el nuevo Régimen Económico y Fiscal.","301",NA
"Denunciaremos en el Congreso y en el Senado cualquier incumplimiento para que no haya ni un solo paso atrás que merme aquellos planes y proyectos que hemos conquistado en las leyes y en los Presupuestos del Estado; lo que nos corresponde a una comunidad insular y alejada de la Península, para estar en igualdad de con-diciones que el resto de los territorios de España.","301",NA
"2. La primera medida que impulsaremos en ambas Cámaras será propiciar un gran acuerdo de todas las fuerzas políticas para exigir al futuro Gobierno de España que se comprometa a respetar íntegramente los fueros canarios","301",NA
"y desarrolle los acuerdos incluidos en la “Agenda Canaria”.","301",NA
"3. En los próximos cuatro años se abrirá el debate en Madrid sobre el nuevo modelo de Esta-do, el futuro de las autonomías y su financiación, las libertades públicas, los derechos socia-les, el futuro de las pensiones, las oportunidades de empleo de calidad para los jóvenes, etcétera.","202.1",NA
"Y Canarias tiene que estar presente en un proceso que será clave para definir las singularidades y las aspiraciones de las distintas comunidades y de los derechos de su ciu-dadanía en condiciones de igualdad.","301",NA
"Cana-rias debe tener voz en Madrid, una representa-ción propia en las reuniones en las que se decidirá el futuro modelo territorial, el nuevo sis-tema de financiación autonómica y acuerdos en temas funda-mentales para nuestra gente: la sanidad, la educación o las políticas sociales.","301",NA
"4. Si en la próxima legislatura se aborda una reforma de la Constitución, los nacionalistas cana-rios tenemos una posición definida sobre los grandes temas que se van a incluir en la revi-sión de la Carta Magna.","204",NA
"Reformas que deben reconocer el estado autonómico con mayores cotas de autogobierno,","301",NA
"un reconocimiento de las singularidades y las distintas nacionalida-des,","301",NA
"con una garantía de los de-rechos básicos y de las libertades ciudadanas,","201.1",NA
"una reforma del Senado","202.1",NA
"o la inclusión del principio de igualdad entre el hombre y la mujer en la sucesión de la Corona.","503",NA
"Pero sin duda, para Canarias la reforma constitucional debería incluir dos prin-cipios irrenunciables: que la Constitución recoja lo que ya establecen los Tratados Europeos sobre la condición de ultra perif icidad de Canarias, que viene a reconocer la lejanía y la in-sularidad, al igual que ahora lo hace el nuevo REF y Estatuto de Autonomía.","301",NA
"Y, por otra par-te, reforzar las garantías del Régimen Económico y Fiscal (REF) especial de Canarias.","301",NA
"5. Otro de los asuntos importantes para Canarias es el sistema de financiación autonómico, porque los recursos que proporciona el sistema actual no llegan a cubrir el gasto medio por habitante en servicios públicos.","301",NA
"CC-PNC defiende una financiación igualitaria por habitante para el manteni-miento de los servicios básicos: sanidad, educación y servicios sociales, dentro de los que desta-camos la dependencia.","504",NA
"LUCHAMOS POR CREAR EMPLEO Y UN MERCADO LABORAL MÁS JUSTO","H",NA
"6. Entre los grandes retos de las fuerzas políticas para la próxima legislatura debe figurar la creación de empleo.","701",NA
"Las políticas activas de empleo, el nuevo papel de la Formación Profesional y las modali-dades de contrato de las leyes laborales de España deben estar dirigidas a la creación de puestos de trabajo, la mejora de la calidad del empleo y la estabilidad.","701",NA
"De-bemos dejar atrás la precariedad la-boral y encaminar nuestros esfuerzos a conseguir plantillas formadas en las empresas, con sueldos dignos y una excelencia e implicación con las empresas como fin último y objetivo de empresarios, sindicatos y la sociedad en general.","701",NA
"7. En ese escenario laboral, Canarias debe mantener una reivindicación muy importante: exi-gir el mantenimiento de políticas de empleo específicas con esta Comunidad Autónoma mientras no se llegue a la media de índice de empleo de resto de España.","701",NA
"Por eso, plan-teamos, por un lado, que se siga respetando la partida presupuestaria en el Plan Integral de Empleo de Canarias (PIEC), recogida en una disposición adicional de la Ley de Empleo","701",NA
"y, por otro, que se respete también la partida específica para la creación de empleo a través de las Infraestructuras Educativas en cumplimiento del artículo 29 del nuevo REF.","701",NA
"8. Abogamos por mantener los incentivos a la contratación indefinida a los jóvenes por mi-croempre-sas y empresarios autónomos, incentivos a la contratación en nuevos proyectos de emprendimiento joven, primer empleo joven e incentivos a los contratos en prácticas.","402",NA
"Y demandaremos bonificacio-nes en la cuota empresarial de la Seguridad Social para contra-tos indefinidos para jóvenes entre 16 y 30 años, para mayores de 45 años, y para mujeres en ocupaciones en las que el colectivo no está suficientemente representado.","402",NA
"LUCHAMOS POR UN PACTO POR LA EDUCACIÓN DESDE EL CONSENSO POLÍTICO","H",NA
"9. No podemos pasar por alto tampoco uno de los grandes retos que se deberá abordar en la próxima Legislatura: el sistema educativo.","506",NA
"El gran desafío es que podamos consensuar una nueva Ley de Educación apoyada por la mayoría de los partidos políticos, la representación de la Comunidad Educativa y el refrendo de la sociedad.","506",NA
"Un gran Pacto social por la Educa-ción.","506",NA
"Pacto por una legis-lación estable que regule un marco global que permita colocar a la educación española, incluida la canaria, dentro de parámetros de calidad en competencias básicas, lenguas extranjeras y tecnolo-gías, y que sirva a los objetivos de promoción social y de compensación de las desigualdades.","506",NA
"10. Exigiremos la continuidad del convenio plurianual para el Plan Especial de Infraestructura Edu-cativa, dotado con 42 millones de euros anuales, que permita seguir desarrollando el sistema educativo canario, hasta recuperar su histórica desventaja con las condiciones de otras Comuni-dades Autónomas.","506",NA
"11. Mucho se ha hablado durante esta legislatura de la primera etapa de la Educación Infantil, sin embargo, el marco legal dista mucho aún de ser claro.","506",NA
"Propondremos una reforma legis-lativa que reconozca la gratuidad del primer ciclo de la Educación Infantil (0-3 años)","506",NA
"y que disponga el deber de las administraciones educativas de garantizar una oferta suficiente de plazas en centros públicos.","506",NA
"Y que se realicen las modificaciones legislativas pertinentes, desarrollando de esta forma un real decreto por el que se establezcan las enseñanzas mí-nimas de esa etapa educativa.","506",NA
"12. Reivindicaremos que se desarrolle la normativa que regula la Formación Profesional Dual del sistema educativo.","411",NA
"Una modalidad de formación flexible y adecuada a la realidad social y a la demanda de la empresa, y que proporcione mayores posibilidades de inserción laboral, tanto en aquellos sectores económicos consolidados como aquellos emergentes, como la economía azul.","411",NA
"13. Demandaremos el cumplimiento del artículo 23 del REF en el que se indica que “se estable-cerá un programa específico de becas de estudio para los estudiantes canarios que no en-cuentren en su isla de residencia la oferta educativa que demanden.","506",NA
"Asimismo, se estable-cerá un programa específico de becas de desplazamiento para los jóvenes canarios que ha-yan finalizado su formación profesional y que realicen prácticas en empresas peninsulares y en cualquier otro Estado miembro de la Unión Europea”.","411",NA
"LUCHAMOS POR UNAS PENSIONES DIGNAS","H",NA
"14. Los pensionistas han sido uno de los colectivos más afectados por la crisis.","504",NA
"Proponemos es-table-cer un plan de actualización de las pensiones no contributivas para igualar su cuantía al Salario Mínimo Interprofesional vigente en cada momento.","504",NA
"Dado que la mayoría de las beneficiarias son mujeres, con un alto porcentaje en Canarias, solicitaremos que se corrija una injusticia histórica reconociendo el trabajo de las mujeres en el hogar, en el campo, en el comercio y en los sectores económicos de la economía sumergida.","504",NA
"En el caso de las pen-siones contributivas, el sistema debe establecer una cuantía mínima equivalente al Salario Mínimo Interprofesional vigente.","504",NA
"LUCHAMOS POR UN MAYOR BIENESTAR Y LA REDUCCIÓN DE LA DESIGUALDAD","H",NA
"15. Reclamaremos al Gobierno del Estado la financiación prevista en nuestro Régimen Econó-mico y Fiscal en tanto en cuanto la situación de la pobreza en Canarias sea mayor que la media estatal.","504",NA
"16. En el marco de la nueva Ley de Servicios Sociales, tras su aprobación, desarrollaremos e im-plementa-remos un Sistema Canario de Servicios Sociales universal, personalizado, garan-tista, moderno y ac-cesible.","504",NA
"Ello conlleva la participación activa, descentralizada y simultá-nea de todas las administraciones y entidades sociales implicadas en la responsabilidad conjunta de la acción social, entre ellas el Estado.","504",NA
"17. Exigiremos al Estado que asuma también los compromisos presupuestarios que le corres-ponden, tanto en la cofinanciación de las prestaciones y plazas como en las inversiones que debe realizar en Canarias en materia de dependencia: la necesidad de integrar la financia-ción de dependencia en el sistema de financiación autonómica, con la contribución de la Administración General del Estado en un 50% de financiación por su parte con carácter fina-lista.","504",NA
"Y plantearemos que se realice una revisión de la Ley 39/2006, de 14 de diciembre, de Promoción de la autonomía personal y atención a las personas en situación de dependen-cia, para que adapte sus mecanismos a la demanda de los ciudadanos,","504",NA
"flexibilice sus estruc-turas para mejorar su capacidad de respuesta a los nuevos proble-mas sociales,","504",NA
