"text","cmp_code","eu_code"
"PRESENTACIÓ","H",NA
"Us presentem el programa electoral d’Esquerra Republicana amb vista a les eleccions al Congrès i al Senat del 28 d’abril.","305.1",NA
"Es tracta d’un document que, mès enllá de la tasca de coordinació realitzada des de l’equip redactor, ha comptat amb les aportacions de diversos ámbits del partit –singularment per part de les seves comissions sectorials–.","305.1",NA
"Les línies mestres del document, a mès, han estat aprovades pel Consell Nacional.","305.1",NA
"El programa electoral consta de dues parts ben diferenciades: en una –a l’apartat 2– es fa un repás dels orígens i la significació de la present situació política a Catalunya, s’assenyalen les principals línies d’actuació estratègica de l’independentisme amb vista a l’etapa actual i s’explica el marc general de la nostra futura actuació al Congrès i al Senat.","305.1",NA
"L’altra part –a l’apartat 3–, clarament programática, presenta les nostres principals propostes pel que fa al model d’estat, democrácia i llibertats ciutadanes, polítiques d’igualtat, cohesió social, economia i treball, sostenibilitat i cultura, educació i llengua.","305.1",NA
"No hem volgut, peró, fer-ho de manera convencional, sinó subratllant en tot moment la nostra identitat política, centrada en el projecte de futura construcció de la República Catalana.","301",NA
"És per aixó que, mès enllá de les propostes concretes que defensarem al Congrès i al Senat en aquesta legislatura, hem considerat que valia la pensa posar el nostre model republicá en contraposició al que ens ofereix un règim del 78 caduc i en crisi.","202.1",NA
"El propósit de la nostra presència a Madrid, al capdavall, no ès altre que el de maldar per fer possible l’exercici del dret a l’autodetermi nació i la República Catalana.","301",NA
"El programa s’obre, a mès, amb el Compromís amb la llibertat subscrit per les dones i els homes que formen part de les candidatures d’Esquerra Republicana al Congrès i al Senat.","301",NA
"I. COMPROMÍS AMB LA LLIBERTAT","H",NA
"Les dones i els homes que integrem les candidatures al Congrès i al Senat d’Esquerra Republicana som ben conscients del moment históric que viu el país i dels reptes de futur que tè plantejats la ciutadania de Catalunya.","202.1",NA
"I sabem que les eleccions del 28-A s’inscriuen en un context marcat per la crisi institucional del règim del 78 i per un clima de revenja i demagógia reaccionária en relació amb Catalunya impulsada pels poders de l’Estat i per bona part de la classe política espanyola davant la voluntat democrática i pacífica de la ciutadania de construir un futur ple d’oportunitats.","202.1",NA
"La defensa del dret a l’autodeterminació,","301",NA
"la denúncia de l’existència d’una intolerable situació de repressió política -amb persones injustament empresonades i exiliades-","201.2",NA
"i la necessitat de recuperar els drets económics i socials que s’han anat laminant durant aquests anys de crisi depenen, tambè, dels resultats que puguem obtenir en aquests comicis.","202.1",NA
"Ara ès el moment de fernos sentir una altra vegada.","305.1",NA
"I ès per tot aixó que, sabent que els anhels del conjunt de la ciutadania de Catalunya van en la línia d’afavorir una solució democrática al conflicte amb l’Estat, nosaltres ens comprometem a treballar per construir aquesta sortida política basada en els drets i en la democrácia, i adrecem a l’opinió pública el següent Compromís amb la llibertat:","202.1",NA
"Defensar el dret de la ciutadania de Catalunya a exercir el dret a l’autodeterminació a través de la celebració d’un referèndum.","301",NA
"És una reivindicació ámpliament majoritária en el si de la ciutadania, profundament democrática i sense la qual no será possible solucionar el conflicte entre Catalunya i l’Estat.","202.1",NA
"Denunciar i combatre l’estratègia repressiva de l’Estat.","605.2",NA
"Cal posar fi definitivament a un seguit de práctiques repressives -judicials i policials- i de criminalització mediática que afecten principalment els independentistes, peró que toquen igualment sectors ben diversos de la societat -rapers, tuitaires, periodistes, líders d’entitats civils, etc.","605.2",NA
"Ser la millor garantia pel que fa a la defensa dels drets i les llibertats de la ciutadania i esdevenir un autèntic baluard a l’hora de barrar el pas a l’extrema dreta.","201.2",NA
"Promoure els valors republicans, la transparència i el retiment de comptes enfront d’un estat monárquic i conservador, amb una democrácia de baixa qualitat, amb inquietants zones d’ombra i impunitat en els ámbits judicial, policial i de l’alt funcionariat.","202.1",NA
"Combatre les desigualtats de gènere i ser inflexibles amb qualsevol manifestació de violència masclista.","503",NA
"Les dones han de jugar un paper de primer ordre en la nostra societat i els plantejaments feministes han d’inspirar el conjunt de les polítiques públiques.","503",NA
"Protegir els interessos de les classes populars","701",NA
"i l’economia innovadora i productiva des d’uns postulats republicans i partidaris de la justícia social.","403",NA
"Reforçar el model català de ciutadania, obert a gent de totes les procedències i respectuós amb els sentiments de pertinenga de tothom.","607.1",NA
"Cal superar els vells esquemes de nacionalisme autoritari i fortament identitari que encara arrossega l’Estat espanyol.","602.1",NA
"Fer una atenció especial a la defensa del marc nacional dels Països Catalans, reivindicant en tot moment el dret a l’autodeterminació dels diferents territoris que els componen.","301",NA
" Generar espais d’actuació comuna amb les forces partidàries de la República Catalana.","301",NA
"I tambè teixir complicitats amb l’esquerra independentista del País Basc i Galícia i amb col•lectius i moviments progressistes d’arreu de l’Estat.","301",NA
"Treballar per la República Catalana, perquè ès l’única alternativa per superar el règim del 78, garantir la justícia social, la igualtat d’oportunitats, els drets i les llibertats.","301",NA
"Perquè defensar la República Catalana és defensar la democràcia i és defensar la llibertat.","202.1",NA
"II. VA DE LLI BERTAT","H",NA
"1. ON SOM","H",NA
"Repressió i manca de reconeixement de la voluntat democràtica de la ciutadania de Catalunya","H",NA
"Les eleccions del 28-A s’inscriuen en un context polític clarament condicionat per la negativa dels dos governs espanyols que s’han succeit en aquesta legislatura –primer el del PP i, desprès de la moció de censura contra Rajoy, el del PSOE– a donar una solució democrática al conflicte de Catalunya amb l’Estat.","202.1",NA
"La coincidència del judici contra l’independentisme al Tribunal Suprem amb el calendari electoral posa de relleu la constatació de tot plegat.","202.1",NA
"I ès que el desenllaç de l’octubre catalá, amb l’aplicació de l’article 155 per part del govern espanyol (amb el suport del PSOE) i l’empresonament o l’exili de la presidenta del Parlament i els principals responsables del govern i el Parlament (així com dels presidents de l’ANC i Ómnium), va deixar un balang ambivalent: el republicanisme catalá no va ser capag de culminar el seu objectiu principal peró, alhora, l’Estat espanyol va haver de pagar un preu altíssim pel fet d’haver recorregut a la violència policial per impedir el referèndum: el de la seva deslegitimació definitiva a ulls de la majoria de la societat catalana.","202.1",NA
"I, a hores d’ara, un any i mig desprès d’aquells esdeveniments, es comprova que, en la mesura que l’Estat es continui mostrant incapaç d’abordar políticament la situació a Catalunya, no estará en condicions de superar la crisi institucional en què es troba immers.","202.1",NA
"Els mesos de la presidència de Pedro Sánchez han estat la millor prova d’aquesta manca de voluntat per reconduir la situació a Catalunya en una línia de respecte al sentir de la seva ciutadania.","305.1",NA
"I ès que, tot i trobar-se davant d’un PP afeblit per nombrosos casos de corrupció, el govern del PSOE no ha tingut el coratge de prendre la iniciativa i abordar les coses amb maduresa i altura de mires.","305.1",NA
"Ha estat feble, errátic i s’ha deixat arrossegar massa sovint per la virulència reaccionária del nacionalisme espanyol mès cridaner i anticatalá.","602.1",NA
"I no poques vegades, a mès, amb els barons autonómics socialistes competint en duresa contra l’independentisme amb Pablo Casado i Albert Rivera.","305.1",NA
"I, malgrat les oportunitats per refer mínimament l’eix social, el govern Sánchez s’ha acontentat amb minsos retocs estètics i no ha abordat els grans temes: la reforma laboral, la sostenibilitat del sistema de pensions i la distribució equitativa dels recursos disponibles entre les comunitats autónomes –sistema d’ajut a la dependència, centres especials de treball, menors no acompanyats etc–.","305.1",NA
