"text","cmp_code","eu_code"
"INTRODUCCIÓN","H",NA
"Afrontamos estas nuevas elecciones siendo de nuevo la única fuerza nacionalista que se presenta en Canarias y con un programa 100% canario.","301",NA
"Y lo hacemos con la cabeza alta, porque podemos rendir cuentas con los dos millones de canarios.","305.1",NA
"Hemos puesto por encima de todo la defensa de los intereses de Canarias, como lo hemos hecho siempre.","301",NA
"No es tiempo de mayorías absolutas; es tiempo de diálogo.","202.1",NA
"Es el momento de pactar soluciones, no de buscar problemas.","303",NA
"Es tiempo de la política de gestión y no de la política de gestos.","303",NA
"Nosotros queremos soluciones, avanzar y dialogar.","305.1",NA
"Por eso asumimos estas nuevas Elecciones Generales con mucha ilusión, no con resignación.","202.1",NA
"Vamos a por todas; porque creemos firmemente que CC es la garantía a la solución de los problemas de Canarias.","305.1",NA
"Son momentos complicados, pero precisamente por eso hay que dar un paso al frente para defender aquello en lo que creemos, para luchar por lo que es más próximo a nosotros y más necesitamos.","000",NA
"Es el tiempo de los valientes.","000",NA
"La ciudadanía no quería que se volvieran a repetir las Elecciones Generales del pasado 20 de diciembre de 2015.","305.1",NA
"Deseaba que las formaciones políticas que se presentaban a los comicios tuvieran talante para llegar a acuerdos de gobierno y capacidad de consenso.","305.1",NA
"Sin embargo, las cuatro formaciones con mayor representación dedicaron estos últimos meses a ponerse líneas rojas, a pensar en clave individual y no de país, a creer que solo ellos estaban destinados a gobernar, sin apoyos, sin diálogo.","305.1",NA
"En estos pocos meses de legislatura Coalición Canaria no perdió el tiempo, porque los temas que preocupan a los canarios no pueden seguir esperando eternamente a que otros decidan lo que es mejor para ellos y no para el resto de los ciudadanos.","305.1",NA
"Los nacionalistas canarios estamos orgullosos de nuestro trabajo, porque durante esta breve legislatura hemos cumplido el mandato que nos dieron los ciudadanos canarios en diciembre.","305.1",NA
"Querían que nos sentáramos a dialogar y ayudáramos a construir un gobierno en este país que resolviera los problemas de los ciudadanos.","305.1",NA
"Pactamos con el candidato al que el Rey encargó formar gobierno por responsabilidad con Canarias y con el país.","305.1",NA
"Hicimos un esfuerzo; hicimos un gesto.","305.1",NA
"Nosotros sí podemos decir alto y claro que cumplimos con lo que nos pidieron los ciudadanos de Canarias.","305.1",NA
"CC ha estado los últimos meses trabajando intensamente en el Congreso de los Diputados y el Senado.","305.1",NA
"Defendiendo los temas de la ""agenda canaria"" en cada negociación, comparecencia, intervención y acuerdo que se fraguó en las dos Cámaras.","301",NA
"Esa es la seña de identidad de Coalición Canaria: trabajo serio y responsable.","305.1",NA
"Para eso nos votan los ciudadanos canarios.","305.1",NA
"Este país necesita alternativas y necesita, sobre todo, que Canarias esté presente en la agenda, en la mente y en las preocupaciones y prioridades del gobierno que salga de las elecciones del #26J.","301",NA
