"text","cmp_code","eu_code"
"A  C  U  E  R  D  O  de constitución de Coalición Electoral para las Elecciones Generales de 10 de noviembre de 2019 entre Coalición Canaria y Nueva Canarias","H",NA
"Exposición de motivos","H",NA
"HAGAMOS FUERTE A CANARIAS","H",NA
"Las fuerzas nacionalistas canarias han servido a Canarias desde hace más de 40 años y una y otra vez ha revalidado el apoyo de la ciudadanía que entiende que nuestras 8 islas necesitan la presencia de formaciones políticas de única obediencia canaria que defiendan sus intereses, singularidades y derechos frente a las visiones centralistas de otras fuerzas políticas.","301",NA
"En el actual escenario social y económico que se dibuja para el futuro inmediato de este Archipiélago y el actual clima político hace necesario, más que nunca, la confluencia de todas aquellas fuerzas de obediencia canaria para defender, unidas, el desarrollo de nuestros fueros (Estatuto y REF) y garantizar, así, la calidad de vida de los canarios y canarias.","301",NA
"Las fuerzas nacionalistas de Coalición Canaria-Partido Nacionalista Canario y Nueva Canarias creemos en una Canarias más fuerte y con el máximo nivel de autogobierno, en igualdad de condiciones y competencias, dentro de un consensuado estado plurinacional.","301",NA
"Y para ello, ambas formaciones trabajamos para consolidar los derechos históricos de Canarias y conquistar nuevos avances.","301",NA
"Canarias ya tiene un nuevo Estatuto y un nuevo REF; ahora, desde la unidad, toca luchar por su desarrollo y por su consolidación.","301",NA
"Pero para lograr el éxito de ese objetivo final se requiere de un nacionalismo canario sólido y unido que sea capaz de defender, con la fuerza que le otorga el apoyo de la ciudadanía, en Madrid y en Bruselas nuestro fuero, nuestras señas de identidad y nuestra historia.","301",NA
"Solo desde la unidad podemos afrontar estos retos y así, unidos, nos presentamos ante la ciudadanía.","606.1",NA
"Demostrando, una vez más, que por encima de todo y de todos, siempre estará Canarias.","301",NA
"2 Bases programáticas que sustentan el acuerdo electoral","H",NA
"Coalición Canaria y Nueva Canarias son conscientes de los intereses estratégicos que Canarias tiene que defender y resolver para el desarrollo de nuestro Archipiélago tanto en el marco del Estado Español como en la Unión Europea, en su condición de región ultraperiférica.","301",NA
