"text","cmp_code","eu_code"
"PROGRAMA ELECTORAL FETS X CATALUNYA PREÀMBUL CONVERGÈNCIA DAVANT EL #26J INTRODUCCIÓ #26J, DE LA POST-AUTONOMÍA A LA PRE-INDEPENDÈNCIA. DEFENSAR CATALUNYA I LA GENT QUE HI VIU 1. Donar resposta política a un mandat democràtic 2. D’on venim Què hem fet Què volem fer (del 10J de 2010 al 26J de 2016) 3. Per què cal tenir força a les eleccions del 26J? cdcp CATALUNYA FETS V www.convergencia.cat BLOC 1 ELS GREUGES DE L'ESTAT AMB CATALUNYA I AMB LA DEMOCRÀCIA 1.  Una ofensiva premeditada: la destrucció de l’autogovern  2. Ofec de les institucions catalanes : • El dèficit fiscal de Catalunya amb l’Estat (balances fiscals) • La desequilibrada distribució dels objectius de dèficit • L’augment de la pressió fiscal estatal (IVA, IRPF, societats, impostos especials, etc.). Cap retorn a Catalunya • La no-consideració del cost de la vida com a font de desigualtats • El sistema de finançament 3.Incompliments  4.Mesures recentralitzadores  5.X Legislatura (2011-2015): un atac a la democràcia  6. XIa Legislatura (gener-maig 2016): un fracàs de la democràcia espanyola cdcp CATALUNYA FETS V www.convergencia.cat BLOC 2 EL FULL DE RUTA CAP A LA INDEPENDÈNCIA. L’AGENDA DE NEGOCIACIÓ ESPANYOLA 1. El Parlament marcarà la via catalana cap a l’Estat propi 2. Suport a l’agenda del Govern de la Generalitat 3. La defensa dels drets de la societat catalana davant les institucions de l’Estat espanyol 4. Posicionament de l’Estat sobre la qüestió catalana BLOC 3 CATALUNYA, NOU ESTAT D’EUROPA. EL PAÍS QUE ESTEM CONSTRUINT 3.1. Un nou estat del benestar per a tothom i que inverteixi en el futur 3.1.1 L’oportunitat de construir un nou estat del benestar- El dèficit fiscal de Catalunya amb l’Estat (balances fiscals) 3.1.2 Reduir les desigualtats com a garantia de creixement sostenible i estable. Eixamplar les classes mitjanesespecials, 3.1.3 Per un nou contracte social i un contracte generacional : • Lluitar contra la pobresa, fer efectiva la inclusió social i garantir el treball digne  • Suport a les famílies amb nens • Segones oportunitats per a persones vulnerables. Les polítiques socials d’habitatge. La SAREB  • Assegurar els subministraments bàsics als consumidors vulnerables  • Polítiques de joventut. Present i futur. • Pensions: recuperar el poder adquisitiu i millorar les de viduïtat  • Persones en situació de dependència, promoció de l’autonomia personal i gent gran • Atenció a les persones amb discapacitat: igualtat d’oportunitats • Migracions: nou enfocament  • Suport i col·laboració amb el tercer sector social i el voluntariat i impuls a la innovació social  • Reforçar els instruments de col·laboració privada en activitats d’interès social (mecenatge i RSE)  3.1.3 Enfortir els pilars de la cohesió social. Reactivar l’ascensor social • Salut: retorn a la universalització i millora del finançament de la sanitat  • Ensenyament. En defensa del model educatiu català  • Enfortir els ensenyaments postobligatoris: universitats i formació professional  • Igualtat de gènere i lluita contra la violència masclista  • Igualtat amb els col·lectius LGTBI i altres col·lectius discriminats • Cultura i llengua. Molt per fer. Refer el que s’ha volgut destruir  • Esport. La visió catalana  3.2. Una economia dinàmica, sostenible i al servei de les persones 3.2.1 Més recursos per a Catalunya des del primer dia de la legislatura 3.2.2 Ocupació: creixement i més polítiques per a la creació de llocs de treball  3.2.3 Una política econòmica per a un creixement de llarg termini, innovador i sostenible 3.2.4 Política fiscal  3.2.5 Política financera 3.2.6 Política energètica: per una energia segura, competitiva i sostenible 3.2.7 Les polítiques d’impuls sectorial: agricultura, indústria, comerç, turisme, serveis 3.2.8 Garantir la competitivitat empresarial 3.2.9 Defensa dels interessos de la petita i mitjana empresa i dels emprenedors autònoms 3.2.10 Acord Transatlàntic per al  Comerç  i la Inversió entre Europa i EUA (TTIP) 3.2.11 Unitat de mercat 3.2.12 Les infraestructures de futur: transport, comunicacions, TIC 3.2.13 Compromesos amb un país més saludable, respectuós amb la natura i el medi ambient 3.3. Una administració al servei dels ciutadans 3.3.1 Administració pública i ciutadania. Facilitar la transició 3.3.2 L’Administració de Justícia 3.3.3 Seguretat i defensa 3.3.4 Catalunya i les polítiques europea i exterior cdcp CATALUNYA FETS V www.convergencia.cat 3.3.5 Millorar la cooperació amb el desenvolupament 3.3.6 Donar resposta al problema dels refugiats  3.4. Governança i regeneració democràtica 3.4.1 Millora de la qualitat democràtica 3.4.2 Millora de la transparència, la participació i la rendició de comptes 3.4.3 La lluita contra la corrupció",NA,NA
"PREÀMBUL CONVERGÈNCIA, DAVANT EL #26J Les eleccions del 26 de juny són un fracàs de la política espanyola. No hi ha precedents en democràcies properes sobre la incapacitat de pactar un govern de coalició, com ha succeït a Espanya. S’ha hagut de convocar una segona volta del 20 de desembre perquè els partits no han estat capaços de gestionar la complexitat. I part d’aquest desenllaç ve donat per la incapacitat de donar resposta al fet català. Quan a les forces polítiques espanyoles se’ls planteja un repte polític des de la legitimitat democràtica que donen les urnes només saben obviar-lo, negar-lo o combatre’l judicialment. Des de Convergència enfoquem aquestes eleccions amb el convenciment que, a diferència de l’Estat espanyol, al nostre país ha començat un nou cicle polític. Un cicle que, en paraules del president Puigdemont, ens situa entre la post-autonomia i la pre-independència. Malgrat les dificultats que té el procés polític que estem vivint a terme a Catalunya, és l’únic projecte en positiu que planteja un repte de futur engrescador i que ha estat capaç de mantenir durant anys una forta capacitat de mobilització i d’engrescament col·lectiu. Enfoquem aquestes eleccions amb un bon balanç de servei al país i al procés. Amb lideratge generositat. I amb l’exercici de responsabilitat de qui s’ha posat el país a l’esquena i qui ha lluitat com el que més per salvar l’estat del benestar durant els pitjors anys de la crisi. Ens presentem a aquestes eleccions amb el compromís de defensar Catalunya amb fets, de prioritzar un futur de prosperitat i benestar per a tothom. És per això que volem fer un país nou, per posar-lo al servei de les persones. Per forjar un país on la prioritat sigui la gent. Perquè defensar Catalunya és treballar incansablement per a què tothom tingui feina, és defensar i salvar l’estat del benestar davant una de les crisis més dures que hem patit, és buscar els camins més adequats per construir estructures per bastir un nou estat, és defensar el nostre model educatiu, la nostra llengua i el model sanitari d’èxit referent arreu. Allí on hi hagi un espai per defensar Catalunya, allí estarem els homes i les dones de Convergència.",NA,NA
"INTRODUCCIÓ #26J, DE LA POSTAUTONOMÍA A LA PRE-INDEPENDÈNCIA. DEFENSAR CATALUNYA I LA GENT QUE HI VIU INTRODUCCIÓ: #26J, DE LA POST-AUTONOMÍA A LA PRE-INDEPENDÈNCIA. DEFENSAR CATALUNYA I LA GENT QUE HI VIU Les eleccions del 27 de setembre van definir per primer cop una majoria parlamentària favorable a la independència de Catalunya. El resultat electoral va ser clar: 72 diputats favorables a la independència, 52 en contra i 11 favorables al dret a decidir. El resultat en vots també va ser clar en mostrar els suports que té cadascú: 47,74 % favorables a la independència, 39,17 % en contra, 8,94 % a favor del dret a decidir i 4,15 % cap a forces sense representació parlamentària, vot en blanc i nul. Mai no hi havia hagut un suport electoral tan clar a Catalunya favorable a la independència. Malgrat aquest clar resultat, que legitimava la continuïtat del projecte polític liderat des de l’any 2012 pel President Mas i que havia suposat grans èxits col·lectius com la consulta del 9 de novembre de 2014, la suma de dues intransigències han dificultat el poder tirar endavant amb una voluntat majoritària de situar el país en l’estadi previ a la independència. Per una banda la intransigència del govern del Partit Popular, judicialitzant un projecte polític i democràtic, i per l’altra la de la CUP posant per davant els seus maximalismes ideològics en front de la voluntat serena i sòlida d’una gran majoria de ciutadans d’aquest país. El resultat de les eleccions del 27 S no es podien entendre com un mandat unilateral cap a la independència, però legitimaven de manera clara una majoria parlamentària per iniciar el procés. Ningú no pot negar que existeix una majoria de catalans que volen superar l’actual marc de relacions i encetar el camí cap a un estat propi per a Catalunya. El que de ben segur no avala aquest resultat és el silenci, la manca de resposta democràtica i la nul·la capacitat de diàleg que manifesten les institucions de l’Estat espanyol, encapçales pel Govern espanyol i també pels principals partits de la oposició.",NA,NA
"1. Donar resposta política a un mandat democràtic","H",NA
"Catalunya viu uns moments de gran transcendència política i nacional.","301",NA
"Per primera vegada en molts anys una majoria inapel·lable de catalanes i catalans, mitjançant la força dels seus vots, han donat una majoria al Parlament de Catalunya amb un mandat inequívoc: l’inici del procés de construcció d’un estat propi per a Catalunya.","301",NA
"Les eleccions del proppassat 27 de setembre han marcat un abans i un després en els anhels de molts catalans i catalanes.","301",NA
"Finalment, després de quatre anys de mobilitzacions ciutadanes excepcionals i de molts esforços, els ciutadans de Catalunya han pogut votar i exercir el dret a decidir el futur nacional i polític del seu país.","301",NA
"Unes eleccions convocades després d’un llarg camí transcorregut i no exempt d’entrebancs i dificultats.","301",NA
"Uns comicis convocats com a darrera oportunitat per poder donar sortida a l’anhel d’una majoria molt clara i rotunda d’un país que volia exercir, democràticament i pacíficament, el dret a decidir el seu futur.","301",NA
